t	r	label
16456	16	24T16456
16460	12	24T16460
16464	12	24T16464
16464	16	24T16464
16464	24	24T16464
16468	12	24T16468
16468	24	24T16468
16470	12	24T16470
16477	16	24T16477
16480	16	24T16480
16484	16	24T16484
16489	4	24T16489
16489	12	24T16489
16492	16	24T16492
16492	24	24T16492
16493	8	24T16493
16493	16	24T16493
16493	24	24T16493
16495	12	24T16495
16497	12	24T16497
16497	24	24T16497
16504	16	24T16504
16505	16	24T16505
16505	24	24T16505
16506	4	24T16506
16506	12	24T16506
16507	4	24T16507
16507	12	24T16507
16507	16	24T16507
16507	24	24T16507
16537	12	24T16537
16537	24	24T16537
16538	6	24T16538
16546	4	24T16546
16549	12	24T16549
16567	8	24T16567
16567	16	24T16567
16571	8	24T16571
16571	16	24T16571
16601	16	24T16601
16601	24	24T16601
16603	0	24T16603
16603	12	24T16603
16603	16	24T16603
16603	24	24T16603
16612	16	24T16612
16612	24	24T16612
16614	24	24T16614
16615	24	24T16615
16747	24	24T16747
16752	24	24T16752
16827	16	24T16827
16827	20	24T16827
16827	24	24T16827
16828	16	24T16828
16828	20	24T16828
16828	24	24T16828
16829	16	24T16829
16829	20	24T16829
16848	6	24T16848
16848	20	24T16848
16848	24	24T16848
16854	20	24T16854
16856	20	24T16856
16857	4	24T16857
16857	8	24T16857
16857	12	24T16857
16857	16	24T16857
16857	20	24T16857
16857	24	24T16857
16859	8	24T16859
16859	12	24T16859
16859	16	24T16859
16859	20	24T16859
16859	24	24T16859
16861	12	24T16861
16861	16	24T16861
16861	20	24T16861
16861	24	24T16861
16862	0	24T16862
16862	4	24T16862
16862	8	24T16862
16864	0	24T16864
16864	16	24T16864
16864	20	24T16864
16864	24	24T16864
16871	16	24T16871
16871	20	24T16871
16871	24	24T16871
16902	0	24T16902
16902	4	24T16902
16902	8	24T16902
16902	12	24T16902
16902	16	24T16902
16902	24	24T16902
16905	0	24T16905
16905	8	24T16905
16905	16	24T16905
16905	24	24T16905
16908	8	24T16908
16908	12	24T16908
16908	16	24T16908
16910	4	24T16910
16910	8	24T16910
16910	12	24T16910
16910	16	24T16910
16910	20	24T16910
16910	24	24T16910
16922	8	24T16922
16922	16	24T16922
16922	24	24T16922
16924	24	24T16924
16932	0	24T16932
16932	16	24T16932
16933	0	24T16933
16933	8	24T16933
16934	0	24T16934
16934	4	24T16934
16934	8	24T16934
16934	12	24T16934
16934	16	24T16934
16934	20	24T16934
16935	0	24T16935
16935	4	24T16935
16935	8	24T16935
16935	12	24T16935
16935	20	24T16935
16939	16	24T16939
16941	12	24T16941
16941	24	24T16941
16949	20	24T16949
16951	24	24T16951
16969	12	24T16969
16969	20	24T16969
16974	24	24T16974
16975	12	24T16975
16975	20	24T16975
16978	4	24T16978
16978	20	24T16978
16979	24	24T16979
17004	12	24T17004
17006	20	24T17006
17008	4	24T17008
17008	20	24T17008
17010	8	24T17010
17013	12	24T17013
17013	16	24T17013
17013	20	24T17013
17039	24	24T17039
17040	12	24T17040
17040	16	24T17040
17040	20	24T17040
17040	24	24T17040
17043	12	24T17043
17049	4	24T17049
17049	12	24T17049
17049	20	24T17049
17049	24	24T17049
17050	8	24T17050
17050	16	24T17050
17050	24	24T17050
17068	20	24T17068
17068	24	24T17068
17104	20	24T17104
17109	20	24T17109
17156	20	24T17156
17156	24	24T17156
17225	20	24T17225
17226	12	24T17226
17226	16	24T17226
17226	20	24T17226
17226	24	24T17226
17230	20	24T17230
17231	20	24T17231
17231	24	24T17231
17239	4	24T17239
17239	8	24T17239
17239	12	24T17239
17239	16	24T17239
17239	20	24T17239
17239	24	24T17239
17247	16	24T17247
17250	16	24T17250
17250	20	24T17250
17250	24	24T17250
17253	20	24T17253
17253	24	24T17253
17255	20	24T17255
17259	20	24T17259
17271	4	24T17271
17271	8	24T17271
17271	12	24T17271
17271	16	24T17271
17271	20	24T17271
17271	24	24T17271
17283	20	24T17283
17283	24	24T17283
17284	20	24T17284
17288	16	24T17288
17288	20	24T17288
17288	24	24T17288
17290	16	24T17290
17290	20	24T17290
17290	24	24T17290
17292	20	24T17292
17292	24	24T17292
17310	24	24T17310
17311	20	24T17311
17311	24	24T17311
17313	20	24T17313
17313	24	24T17313
17317	20	24T17317
17324	20	24T17324
17324	24	24T17324
17326	16	24T17326
17326	20	24T17326
17326	24	24T17326
17341	8	24T17341
17341	12	24T17341
17341	16	24T17341
17341	20	24T17341
17341	24	24T17341
17346	20	24T17346
17346	24	24T17346
17348	16	24T17348
17357	20	24T17357
17357	24	24T17357
17363	8	24T17363
17363	12	24T17363
17363	16	24T17363
17363	20	24T17363
17363	24	24T17363
17364	20	24T17364
17369	20	24T17369
17375	20	24T17375
17381	20	24T17381
17384	12	24T17384
17384	16	24T17384
17387	8	24T17387
17387	12	24T17387
17387	16	24T17387
17387	20	24T17387
17387	24	24T17387
17399	20	24T17399
17399	24	24T17399
17402	12	24T17402
17402	16	24T17402
17402	20	24T17402
17402	24	24T17402
17403	8	24T17403
17403	12	24T17403
17403	16	24T17403
17403	20	24T17403
17403	24	24T17403
17417	8	24T17417
17417	12	24T17417
17417	16	24T17417
17417	20	24T17417
17417	24	24T17417
17425	12	24T17425
17425	16	24T17425
17425	20	24T17425
17425	24	24T17425
17426	20	24T17426
17426	24	24T17426
17434	0	24T17434
17434	16	24T17434
17434	20	24T17434
17434	24	24T17434
17435	20	24T17435
17436	24	24T17436
17438	20	24T17438
17441	16	24T17441
17442	16	24T17442
17442	24	24T17442
17443	16	24T17443
17443	20	24T17443
17443	24	24T17443
17448	8	24T17448
17448	12	24T17448
17448	16	24T17448
17448	20	24T17448
17448	24	24T17448
17450	12	24T17450
17450	16	24T17450
17451	8	24T17451
17456	16	24T17456
17457	12	24T17457
17457	16	24T17457
17458	20	24T17458
17458	24	24T17458
17460	8	24T17460
17460	12	24T17460
17460	16	24T17460
17460	20	24T17460
17460	24	24T17460
17466	16	24T17466
17466	24	24T17466
17468	16	24T17468
17470	20	24T17470
17477	20	24T17477
17477	24	24T17477
17478	20	24T17478
17478	24	24T17478
17484	4	24T17484
17484	8	24T17484
17484	12	24T17484
17484	16	24T17484
17484	20	24T17484
17484	24	24T17484
17488	20	24T17488
17488	24	24T17488
17489	20	24T17489
17499	20	24T17499
17500	4	24T17500
17500	8	24T17500
17500	12	24T17500
17500	16	24T17500
17500	20	24T17500
17500	24	24T17500
17503	12	24T17503
17503	16	24T17503
17506	8	24T17506
17506	12	24T17506
17506	16	24T17506
17506	20	24T17506
17506	24	24T17506
17507	20	24T17507
17514	4	24T17514
17514	8	24T17514
17514	12	24T17514
17514	16	24T17514
17514	20	24T17514
17514	24	24T17514
17521	8	24T17521
17521	12	24T17521
17521	20	24T17521
17521	24	24T17521
17524	20	24T17524
17524	24	24T17524
17525	12	24T17525
17525	20	24T17525
17525	24	24T17525
17526	20	24T17526
17526	24	24T17526
17538	20	24T17538
17543	16	24T17543
17543	20	24T17543
17543	24	24T17543
17544	16	24T17544
17546	16	24T17546
17546	20	24T17546
17558	12	24T17558
17564	8	24T17564
17564	12	24T17564
17564	16	24T17564
17564	24	24T17564
17588	20	24T17588
17597	4	24T17597
17597	16	24T17597
17597	20	24T17597
17604	16	24T17604
17604	20	24T17604
17604	24	24T17604
17606	16	24T17606
17609	20	24T17609
17609	24	24T17609
17628	10	24T17628
17628	14	24T17628
17628	18	24T17628
17629	10	24T17629
17635	16	24T17635
17638	24	24T17638
17642	8	24T17642
17642	12	24T17642
17642	16	24T17642
17642	20	24T17642
17642	24	24T17642
17645	12	24T17645
17645	20	24T17645
17648	8	24T17648
17648	12	24T17648
17648	16	24T17648
17648	20	24T17648
17648	24	24T17648
17649	8	24T17649
17649	12	24T17649
17649	16	24T17649
17649	20	24T17649
17649	24	24T17649
17652	12	24T17652
17652	16	24T17652
17652	20	24T17652
17652	24	24T17652
17667	20	24T17667
17675	16	24T17675
17675	20	24T17675
17675	24	24T17675
17684	20	24T17684
17723	16	24T17723
17723	20	24T17723
17723	24	24T17723
17726	12	24T17726
17726	16	24T17726
17726	20	24T17726
17734	16	24T17734
17734	20	24T17734
17734	24	24T17734
17743	12	24T17743
17743	16	24T17743
17743	20	24T17743
17743	24	24T17743
17768	8	24T17768
17768	12	24T17768
17768	16	24T17768
17768	20	24T17768
17768	24	24T17768
17769	20	24T17769
17770	16	24T17770
17770	24	24T17770
17772	16	24T17772
17772	20	24T17772
17774	20	24T17774
17777	24	24T17777
17785	12	24T17785
17798	16	24T17798
17801	24	24T17801
17802	12	24T17802
17802	16	24T17802
17802	24	24T17802
17879	12	24T17879
17879	16	24T17879
17879	20	24T17879
17879	24	24T17879
17882	8	24T17882
17882	12	24T17882
17882	16	24T17882
17882	20	24T17882
17882	24	24T17882
17888	24	24T17888
17893	4	24T17893
17893	8	24T17893
17893	16	24T17893
17893	20	24T17893
17893	24	24T17893
17894	24	24T17894
17913	0	24T17913
17913	4	24T17913
17913	12	24T17913
17913	16	24T17913
17913	24	24T17913
17914	16	24T17914
17934	16	24T17934
17934	24	24T17934
18016	0	24T18016
18016	4	24T18016
18016	8	24T18016
18016	16	24T18016
18016	20	24T18016
18016	24	24T18016
18019	24	24T18019
18041	12	24T18041
18041	16	24T18041
18041	20	24T18041
18041	24	24T18041
18072	8	24T18072
18072	12	24T18072
18072	16	24T18072
18072	20	24T18072
18072	24	24T18072
18129	20	24T18129
18131	8	24T18131
18131	12	24T18131
18131	16	24T18131
18131	20	24T18131
18131	24	24T18131
18141	0	24T18141
18141	4	24T18141
18141	8	24T18141
18141	12	24T18141
18141	16	24T18141
18141	20	24T18141
18141	24	24T18141
18143	12	24T18143
18143	24	24T18143
18147	8	24T18147
18147	12	24T18147
18147	16	24T18147
18147	20	24T18147
18147	24	24T18147
18149	0	24T18149
18149	4	24T18149
18149	8	24T18149
18149	12	24T18149
18149	16	24T18149
18149	20	24T18149
18149	24	24T18149
18153	20	24T18153
18153	24	24T18153
18154	0	24T18154
18154	4	24T18154
18154	12	24T18154
18154	16	24T18154
18154	20	24T18154
18154	24	24T18154
18161	12	24T18161
18161	24	24T18161
18162	16	24T18162
18166	20	24T18166
18167	16	24T18167
18167	20	24T18167
18167	24	24T18167
18175	20	24T18175
18178	16	24T18178
18178	20	24T18178
18180	16	24T18180
18180	20	24T18180
18180	24	24T18180
18187	16	24T18187
18187	24	24T18187
18188	16	24T18188
18188	24	24T18188
18193	16	24T18193
18208	20	24T18208
18211	20	24T18211
18216	16	24T18216
18219	16	24T18219
18220	12	24T18220
18220	16	24T18220
18220	20	24T18220
18221	12	24T18221
18221	16	24T18221
18221	20	24T18221
18221	24	24T18221
18263	16	24T18263
18311	4	24T18311
18311	24	24T18311
18325	8	24T18325
18325	16	24T18325
18325	24	24T18325
18327	0	24T18327
18327	8	24T18327
18327	16	24T18327
18327	24	24T18327
18330	12	24T18330
18348	24	24T18348
18349	4	24T18349
18349	24	24T18349
18350	12	24T18350
18351	16	24T18351
18351	24	24T18351
18352	12	24T18352
18356	16	24T18356
18356	24	24T18356
18357	16	24T18357
18357	24	24T18357
18358	0	24T18358
18358	16	24T18358
18399	0	24T18399
18399	8	24T18399
18399	16	24T18399
18399	24	24T18399
18411	12	24T18411
18411	16	24T18411
18411	24	24T18411
18441	24	24T18441
18519	24	24T18519
18524	24	24T18524
18585	20	24T18585
18588	8	24T18588
18588	16	24T18588
18635	20	24T18635
18636	20	24T18636
18642	8	24T18642
18642	20	24T18642
18642	24	24T18642
18643	20	24T18643
18644	8	24T18644
18644	12	24T18644
18644	16	24T18644
18644	24	24T18644
18645	24	24T18645
18662	16	24T18662
18662	24	24T18662
18663	4	24T18663
18663	8	24T18663
18663	12	24T18663
18663	16	24T18663
18663	20	24T18663
18663	24	24T18663
18664	12	24T18664
18664	16	24T18664
18664	24	24T18664
18665	12	24T18665
18665	16	24T18665
18665	20	24T18665
18665	24	24T18665
18666	4	24T18666
18666	8	24T18666
18666	12	24T18666
18666	16	24T18666
18666	20	24T18666
18666	24	24T18666
18667	4	24T18667
18667	8	24T18667
18667	12	24T18667
18667	16	24T18667
18667	20	24T18667
18667	24	24T18667
18685	12	24T18685
18685	16	24T18685
18685	24	24T18685
18697	16	24T18697
18699	8	24T18699
18699	16	24T18699
18699	20	24T18699
18699	24	24T18699
18703	0	24T18703
18703	4	24T18703
18703	8	24T18703
18703	12	24T18703
18703	16	24T18703
18703	20	24T18703
18703	24	24T18703
18705	0	24T18705
18705	4	24T18705
18705	6	24T18705
18705	8	24T18705
18705	12	24T18705
18705	16	24T18705
18705	20	24T18705
18705	24	24T18705
18709	6	24T18709
18713	6	24T18713
18713	24	24T18713
18719	24	24T18719
18737	0	24T18737
18737	16	24T18737
18737	20	24T18737
18737	24	24T18737
18738	0	24T18738
18738	16	24T18738
18738	20	24T18738
18738	24	24T18738
18739	0	24T18739
18739	16	24T18739
18739	20	24T18739
18739	24	24T18739
18741	0	24T18741
18741	16	24T18741
18741	20	24T18741
18741	24	24T18741
18742	0	24T18742
18742	16	24T18742
18742	20	24T18742
18742	24	24T18742
18744	24	24T18744
18764	8	24T18764
18764	12	24T18764
18764	16	24T18764
18764	20	24T18764
18764	24	24T18764
18765	8	24T18765
18765	12	24T18765
18765	16	24T18765
18765	20	24T18765
18765	24	24T18765
18768	0	24T18768
18768	4	24T18768
18768	8	24T18768
18768	12	24T18768
18768	16	24T18768
18768	20	24T18768
18768	24	24T18768
18769	0	24T18769
18769	4	24T18769
18769	8	24T18769
18769	12	24T18769
18769	16	24T18769
18769	20	24T18769
18769	24	24T18769
18771	20	24T18771
18771	24	24T18771
18773	12	24T18773
18773	16	24T18773
18773	20	24T18773
18773	24	24T18773
18774	16	24T18774
18774	20	24T18774
18774	24	24T18774
18777	16	24T18777
18777	20	24T18777
18777	24	24T18777
18779	20	24T18779
18779	24	24T18779
18780	12	24T18780
18780	16	24T18780
18780	20	24T18780
18780	24	24T18780
18781	20	24T18781
18786	24	24T18786
18790	0	24T18790
18790	4	24T18790
18790	8	24T18790
18790	12	24T18790
18790	16	24T18790
18790	20	24T18790
18790	24	24T18790
18791	0	24T18791
18792	0	24T18792
18792	4	24T18792
18792	8	24T18792
18792	16	24T18792
18792	20	24T18792
18792	24	24T18792
18793	4	24T18793
18793	8	24T18793
18793	12	24T18793
18793	24	24T18793
18798	8	24T18798
18798	12	24T18798
18798	16	24T18798
18798	20	24T18798
18798	24	24T18798
18800	8	24T18800
18800	12	24T18800
18800	16	24T18800
18800	20	24T18800
18800	24	24T18800
18802	0	24T18802
18802	4	24T18802
18802	8	24T18802
18802	12	24T18802
18802	16	24T18802
18802	20	24T18802
18802	24	24T18802
18804	4	24T18804
18804	12	24T18804
18804	16	24T18804
18804	20	24T18804
18804	24	24T18804
18810	0	24T18810
18810	4	24T18810
18810	8	24T18810
18810	12	24T18810
18810	16	24T18810
18810	20	24T18810
18810	24	24T18810
18811	8	24T18811
18811	12	24T18811
18811	16	24T18811
18811	20	24T18811
18811	24	24T18811
18812	20	24T18812
18812	24	24T18812
18818	0	24T18818
18818	4	24T18818
18818	8	24T18818
18818	12	24T18818
18818	16	24T18818
18818	20	24T18818
18818	24	24T18818
18819	0	24T18819
18819	4	24T18819
18819	8	24T18819
18819	12	24T18819
18819	16	24T18819
18819	20	24T18819
18819	24	24T18819
18820	4	24T18820
18820	8	24T18820
18820	20	24T18820
18820	24	24T18820
18821	4	24T18821
18821	12	24T18821
18821	16	24T18821
18821	20	24T18821
18821	24	24T18821
18830	0	24T18830
18832	0	24T18832
18832	16	24T18832
18832	24	24T18832
18833	24	24T18833
18843	16	24T18843
18843	18	24T18843
18843	20	24T18843
18861	24	24T18861
18878	20	24T18878
18880	20	24T18880
18881	20	24T18881
18881	24	24T18881
18883	20	24T18883
18883	24	24T18883
18884	16	24T18884
18884	24	24T18884
18885	20	24T18885
18885	24	24T18885
18888	20	24T18888
18890	20	24T18890
18897	0	24T18897
18897	4	24T18897
18897	8	24T18897
18897	12	24T18897
18897	16	24T18897
18897	20	24T18897
18897	24	24T18897
18903	20	24T18903
18903	24	24T18903
18905	24	24T18905
18906	16	24T18906
18906	20	24T18906
18906	24	24T18906
18907	20	24T18907
18907	24	24T18907
18908	20	24T18908
18916	2	24T18916
18917	16	24T18917
18917	20	24T18917
18917	24	24T18917
18922	24	24T18922
18923	16	24T18923
18923	20	24T18923
18924	20	24T18924
18924	24	24T18924
18928	20	24T18928
18928	24	24T18928
18930	20	24T18930
18931	20	24T18931
18931	24	24T18931
18935	16	24T18935
18935	20	24T18935
18935	24	24T18935
18941	20	24T18941
18941	24	24T18941
18944	16	24T18944
18944	20	24T18944
18944	24	24T18944
18947	24	24T18947
18954	0	24T18954
18954	16	24T18954
18954	20	24T18954
18954	24	24T18954
18961	0	24T18961
18961	16	24T18961
18961	20	24T18961
18961	24	24T18961
18963	16	24T18963
18963	20	24T18963
18963	24	24T18963
18964	20	24T18964
18964	24	24T18964
18965	20	24T18965
18966	20	24T18966
18966	24	24T18966
18967	16	24T18967
18967	20	24T18967
18969	20	24T18969
18969	24	24T18969
18970	20	24T18970
18972	20	24T18972
18972	24	24T18972
18974	20	24T18974
18974	24	24T18974
18975	20	24T18975
18975	24	24T18975
18977	20	24T18977
18982	0	24T18982
18982	8	24T18982
18982	12	24T18982
18982	16	24T18982
18982	20	24T18982
18982	24	24T18982
18983	16	24T18983
18983	20	24T18983
18984	0	24T18984
18984	8	24T18984
18984	12	24T18984
18984	16	24T18984
18984	20	24T18984
18984	24	24T18984
18985	20	24T18985
18985	24	24T18985
18990	16	24T18990
18990	20	24T18990
18990	24	24T18990
18997	16	24T18997
18997	20	24T18997
18997	24	24T18997
19000	16	24T19000
19000	20	24T19000
19000	24	24T19000
19003	16	24T19003
19003	20	24T19003
19003	24	24T19003
19005	16	24T19005
19005	20	24T19005
19005	24	24T19005
19007	16	24T19007
19007	20	24T19007
19007	24	24T19007
19008	16	24T19008
19008	20	24T19008
19008	24	24T19008
19009	16	24T19009
19009	20	24T19009
19015	16	24T19015
19015	20	24T19015
19018	20	24T19018
19018	24	24T19018
19020	8	24T19020
19020	12	24T19020
19020	16	24T19020
19020	20	24T19020
19020	24	24T19020
19022	20	24T19022
19022	24	24T19022
19023	16	24T19023
19023	20	24T19023
19023	24	24T19023
19024	16	24T19024
19024	20	24T19024
19024	24	24T19024
19025	16	24T19025
19025	20	24T19025
19025	24	24T19025
19171	24	24T19171
19174	4	24T19174
19174	12	24T19174
19174	20	24T19174
19174	24	24T19174
19189	4	24T19189
19189	8	24T19189
19189	12	24T19189
19189	16	24T19189
19189	20	24T19189
19189	24	24T19189
19191	4	24T19191
19191	12	24T19191
19191	20	24T19191
19191	24	24T19191
19193	0	24T19193
19193	8	24T19193
19193	12	24T19193
19193	16	24T19193
19193	20	24T19193
19193	24	24T19193
19195	8	24T19195
19195	12	24T19195
19195	16	24T19195
19195	20	24T19195
19195	24	24T19195
19197	24	24T19197
19199	4	24T19199
19199	16	24T19199
19199	24	24T19199
19205	20	24T19205
19205	24	24T19205
19207	20	24T19207
19207	24	24T19207
19209	8	24T19209
19209	10	24T19209
19209	12	24T19209
19209	16	24T19209
19209	20	24T19209
19209	24	24T19209
19211	8	24T19211
19211	12	24T19211
19211	16	24T19211
19211	20	24T19211
19211	24	24T19211
19223	24	24T19223
19225	24	24T19225
19226	4	24T19226
19226	12	24T19226
19226	16	24T19226
19226	24	24T19226
19227	24	24T19227
19231	12	24T19231
19231	24	24T19231
19252	2	24T19252
19255	20	24T19255
19257	20	24T19257
19268	16	24T19268
19268	24	24T19268
19320	4	24T19320
19320	8	24T19320
19320	12	24T19320
19320	16	24T19320
19321	12	24T19321
19321	16	24T19321
19321	20	24T19321
19321	24	24T19321
19324	24	24T19324
19327	24	24T19327
19363	24	24T19363
19364	6	24T19364
19366	16	24T19366
19366	20	24T19366
19366	24	24T19366
19367	20	24T19367
19367	24	24T19367
19368	16	24T19368
19368	20	24T19368
19368	24	24T19368
19371	8	24T19371
19371	12	24T19371
19371	16	24T19371
19372	16	24T19372
19372	20	24T19372
19372	24	24T19372
19392	16	24T19392
19392	20	24T19392
19392	24	24T19392
19395	16	24T19395
19404	16	24T19404
19404	20	24T19404
19405	20	24T19405
19406	16	24T19406
19406	20	24T19406
19406	24	24T19406
19407	20	24T19407
19408	20	24T19408
19409	20	24T19409
19411	16	24T19411
19411	20	24T19411
19411	24	24T19411
19412	12	24T19412
19412	16	24T19412
19413	20	24T19413
19416	20	24T19416
19418	20	24T19418
19420	12	24T19420
19420	16	24T19420
19420	20	24T19420
19420	24	24T19420
19422	8	24T19422
19422	12	24T19422
19422	16	24T19422
19422	20	24T19422
19422	24	24T19422
19426	20	24T19426
19427	8	24T19427
19427	20	24T19427
19427	24	24T19427
19430	16	24T19430
19430	20	24T19430
19430	24	24T19430
19435	20	24T19435
19436	12	24T19436
19436	16	24T19436
19436	20	24T19436
19438	16	24T19438
19438	20	24T19438
19438	24	24T19438
19439	16	24T19439
19439	20	24T19439
19439	24	24T19439
19440	24	24T19440
19441	20	24T19441
19442	20	24T19442
19446	8	24T19446
19446	12	24T19446
19446	16	24T19446
19446	20	24T19446
19454	20	24T19454
19458	20	24T19458
19499	20	24T19499
19499	24	24T19499
19502	20	24T19502
19530	4	24T19530
19530	8	24T19530
19530	12	24T19530
19530	16	24T19530
19530	20	24T19530
19535	4	24T19535
19535	20	24T19535
19535	24	24T19535
19536	4	24T19536
19536	12	24T19536
19536	16	24T19536
19536	20	24T19536
19536	24	24T19536
19539	20	24T19539
19539	24	24T19539
19540	4	24T19540
19540	8	24T19540
19540	12	24T19540
19540	16	24T19540
19540	20	24T19540
19540	24	24T19540
19543	8	24T19543
19543	12	24T19543
19543	16	24T19543
19543	20	24T19543
19543	24	24T19543
19544	4	24T19544
19544	20	24T19544
19544	24	24T19544
19546	4	24T19546
19546	12	24T19546
19546	16	24T19546
19546	20	24T19546
19546	24	24T19546
19548	4	24T19548
19548	8	24T19548
19548	16	24T19548
19548	20	24T19548
19548	24	24T19548
19549	24	24T19549
19551	0	24T19551
19551	4	24T19551
19551	16	24T19551
19551	20	24T19551
19551	24	24T19551
19565	0	24T19565
19565	4	24T19565
19565	8	24T19565
19565	12	24T19565
19565	16	24T19565
19569	4	24T19569
19569	20	24T19569
19608	16	24T19608
19610	8	24T19610
19610	16	24T19610
19686	24	24T19686
19721	16	24T19721
19723	20	24T19723
19723	24	24T19723
19727	24	24T19727
19754	24	24T19754
19762	24	24T19762
19764	24	24T19764
19771	24	24T19771
19803	16	24T19803
19803	18	24T19803
19803	24	24T19803
19804	0	24T19804
19806	20	24T19806
19807	24	24T19807
19836	16	24T19836
19836	20	24T19836
19843	16	24T19843
19843	20	24T19843
19843	24	24T19843
19847	12	24T19847
19847	16	24T19847
19847	20	24T19847
19847	24	24T19847
19859	24	24T19859
19861	12	24T19861
19861	16	24T19861
19861	20	24T19861
19861	24	24T19861
19865	16	24T19865
19865	24	24T19865
19870	6	24T19870
19875	20	24T19875
19876	0	24T19876
19876	16	24T19876
19876	20	24T19876
19876	24	24T19876
19877	0	24T19877
19877	16	24T19877
19877	20	24T19877
19877	24	24T19877
19878	16	24T19878
19878	20	24T19878
19878	24	24T19878
19881	6	24T19881
19881	16	24T19881
19881	20	24T19881
19881	24	24T19881
19895	20	24T19895
19895	24	24T19895
19896	20	24T19896
19896	24	24T19896
19897	0	24T19897
19897	20	24T19897
19897	24	24T19897
19898	0	24T19898
19898	20	24T19898
19898	24	24T19898
19899	20	24T19899
19899	24	24T19899
19900	0	24T19900
19900	20	24T19900
19900	24	24T19900
19901	20	24T19901
19901	24	24T19901
19910	20	24T19910
19912	0	24T19912
19912	16	24T19912
19912	20	24T19912
19912	24	24T19912
19913	0	24T19913
19913	16	24T19913
19913	20	24T19913
19913	24	24T19913
19914	0	24T19914
19914	16	24T19914
19914	20	24T19914
19914	24	24T19914
19919	0	24T19919
19919	16	24T19919
19919	20	24T19919
19919	24	24T19919
19929	16	24T19929
19929	20	24T19929
19929	24	24T19929
19938	20	24T19938
19940	16	24T19940
19945	16	24T19945
19946	20	24T19946
19949	20	24T19949
19950	20	24T19950
19950	24	24T19950
19960	10	24T19960
19960	14	24T19960
19960	18	24T19960
19964	24	24T19964
19967	12	24T19967
19967	16	24T19967
19967	20	24T19967
19967	24	24T19967
19971	20	24T19971
19971	24	24T19971
19975	8	24T19975
19975	16	24T19975
19975	18	24T19975
19975	20	24T19975
19979	20	24T19979
19980	20	24T19980
19984	16	24T19984
19984	20	24T19984
19984	24	24T19984
19990	20	24T19990
19991	20	24T19991
19991	24	24T19991
19995	16	24T19995
19995	20	24T19995
19995	24	24T19995
19996	20	24T19996
19996	24	24T19996
19997	16	24T19997
19997	20	24T19997
19997	24	24T19997
19998	16	24T19998
19998	20	24T19998
20003	16	24T20003
20003	20	24T20003
20005	20	24T20005
20006	20	24T20006
20009	18	24T20009
20014	14	24T20014
20015	24	24T20015
20016	16	24T20016
20016	20	24T20016
20021	20	24T20021
20024	20	24T20024
20030	20	24T20030
20031	20	24T20031
20036	14	24T20036
20037	20	24T20037
20040	8	24T20040
20040	12	24T20040
20040	16	24T20040
20040	20	24T20040
20040	24	24T20040
20041	20	24T20041
20041	24	24T20041
20043	20	24T20043
20051	20	24T20051
20052	20	24T20052
20053	20	24T20053
20053	24	24T20053
20056	20	24T20056
20056	24	24T20056
20057	20	24T20057
20059	16	24T20059
20059	20	24T20059
20059	24	24T20059
20060	20	24T20060
20060	24	24T20060
20070	16	24T20070
20070	20	24T20070
20071	20	24T20071
20071	24	24T20071
20072	20	24T20072
20074	20	24T20074
20079	20	24T20079
20081	20	24T20081
20081	24	24T20081
20084	20	24T20084
20091	16	24T20091
20091	20	24T20091
20091	24	24T20091
20094	16	24T20094
20094	20	24T20094
20094	24	24T20094
20314	4	24T20314
20314	8	24T20314
20314	12	24T20314
20314	16	24T20314
20314	20	24T20314
20314	24	24T20314
20316	4	24T20316
20316	8	24T20316
20316	12	24T20316
20316	16	24T20316
20316	20	24T20316
20316	24	24T20316
20324	0	24T20324
20324	4	24T20324
20324	8	24T20324
20324	12	24T20324
20324	16	24T20324
20324	20	24T20324
20324	24	24T20324
20335	24	24T20335
20336	16	24T20336
20336	24	24T20336
20337	12	24T20337
20337	16	24T20337
20337	20	24T20337
20337	24	24T20337
20340	12	24T20340
20340	16	24T20340
20341	20	24T20341
20341	24	24T20341
20348	20	24T20348
20362	24	24T20362
20365	24	24T20365
20367	16	24T20367
20413	24	24T20413
20414	16	24T20414
20414	24	24T20414
20415	24	24T20415
20465	24	24T20465
20479	16	24T20479
20484	16	24T20484
20491	20	24T20491
20532	4	24T20532
20532	20	24T20532
20532	24	24T20532
20534	4	24T20534
20534	8	24T20534
20534	16	24T20534
20534	20	24T20534
20534	24	24T20534
20540	4	24T20540
20541	4	24T20541
20541	8	24T20541
20541	12	24T20541
20541	16	24T20541
20541	20	24T20541
20541	24	24T20541
20543	0	24T20543
20543	8	24T20543
20543	12	24T20543
20543	16	24T20543
20543	20	24T20543
20543	24	24T20543
20545	8	24T20545
20545	12	24T20545
20545	16	24T20545
20545	20	24T20545
20545	24	24T20545
20552	24	24T20552
20562	0	24T20562
20562	4	24T20562
20562	8	24T20562
20562	12	24T20562
20562	16	24T20562
20562	20	24T20562
20562	24	24T20562
20563	0	24T20563
20563	4	24T20563
20563	8	24T20563
20563	12	24T20563
20563	16	24T20563
20563	20	24T20563
20563	24	24T20563
20564	16	24T20564
20564	20	24T20564
20564	24	24T20564
20566	16	24T20566
20566	20	24T20566
20566	24	24T20566
20568	16	24T20568
20568	20	24T20568
20568	24	24T20568
20571	4	24T20571
20571	8	24T20571
20571	16	24T20571
20571	20	24T20571
20571	24	24T20571
20572	16	24T20572
20572	20	24T20572
20573	20	24T20573
