1,-3,0,1 # A3 x^3-3x+1 r=3
-1,3,0,1 # A3 -x^3+3x+1 r=1
-1,-3,0,1 # S3 x^3-3x-1 r=3
-1,-4,0,1 # S3 x^3-4x-1 r=3
-2,-4,0,1 # S3 x^3-4x-2 r=3
-1,-5,0,1 # S3 x^3-5x-1 r=3
-3,-5,0,1 # S3 x^3-5x-3 r=3
-1,-6,0,1 # S3 x^3-6x-1 r=3
-2,-6,0,1 # S3 x^3-6x-2 r=3
-3,-6,0,1 # S3 x^3-6x-3 r=3
-1,-7,0,1 # S3 x^3-7x-1 r=3
-2,-7,0,1 # S3 x^3-7x-2 r=3
-3,-7,0,1 # S3 x^3-7x-3 r=3
-4,-7,0,1 # S3 x^3-7x-4 r=3
-5,-7,0,1 # S3 x^3-7x-5 r=3
-7,-7,0,1 # S3 x^3-7x-7 r=3
-1,-8,0,1 # S3 x^3-8x-1 r=3
-2,-8,0,1 # S3 x^3-8x-2 r=3
-4,-8,0,1 # S3 x^3-8x-4 r=3
-5,-8,0,1 # S3 x^3-8x-5 r=3
-6,-8,0,1 # S3 x^3-8x-6 r=3
4809599043966144,1179975003916032,-6628279903489152,5256010452570624,-2432114530178688,758946708533376,-122696928059904,-21225139391808,25727945136912,-10818601405056,1908947855568,266602474080,-161512314176,606010384,11578766168,-2118420672,-179865998,117331232,-16335872,305048,193417,-28452,1934,-68,1 # comp 4x6 (4*4) r=16
41425664841,207287907408,-5531989747644,6061293283680,-898003103346,-1317306540024,513052884522,64092968064,36174080817,-105595444944,29518007556,12250370424,-5936682353,-798310136,714598922,-22981600,-43080800,5872520,976278,-235096,-2615,3384,-134,-16,1 # comp 6x4 (4*4) r=16
707173074148243600,-1127040911026165280,976504391612125952,-639957225370905488,335042857434955068,-146725918109899608,48953326386633756,-8004224959032760,-1045228615433225,438309912185880,183110715840416,-119526306570204,23568477604681,-729183109472,-472998757804,76178354892,-1419067508,-732411564,69116526,460608,-388992,17044,404,-48,1 # comp 4x6 (4*4) r=16
9557999095515236900,-67518555438193177744,162075832906948282832,-207678464156978496320,166723963158987007600,-89818511612659164364,32950896114564815820,-7750614206095139812,782985960087702350,188107357106283148,-102604679244915311,23071633038704342,-2802252181109211,50441795319044,54139374651857,-12758345613698,1736437490569,-166774406908,11903478891,-638746750,25530383,-738872,14647,-178,1 # comp 12x2 (8*2) r=16
222436453697001,3899346858206064,11879799456255774,17876083218814860,17293543380843289,12258758449801116,6879542556741306,3205083234734840,1276307941451630,442269399028192,135114987990470,37059909747492,9428368713033,2307715371548,545381697490,118806164528,22356685842,3450021200,421519462,39693300,2801813,142780,4946,104,1 # comp 4x6 (4*4) r=16
-34785232434981948461463,-105376258065039191453808,3960017041711281648480,197230097677641921386904,252498586980480793312314,175669159611227561357610,82678666040022588092328,28708488871503295517214,7705256565519860545360,1644908998263681139488,284559416085363065155,40387286485369245104,4740194398306106777,462140923558920010,37484814249983603,2526516079571638,140936725231271,6459655868814,240537613785,7156356098,165959589,2888798,35481,274,1 # comp 12x2 (8*2) r=16
-9569856796779375,-30257774355612600,48312688238102630,66689846194680818,-78942725786874451,-13895690473412990,43511708117093435,-15716972422833146,-3172646706103799,4209009339909480,-1415344079872220,191717982585310,13327746197042,-9383245070010,1395530386380,-29975000044,-19209910742,2931616560,-145646340,-8651128,1833174,-131740,5165,-110,1 # comp 12x2 (8*2) r=16
-232400212680924,122461056019584,1609465232989296,-754361729700408,461903210155764,-990791803073094,221589614558382,408032800606776,-353133712307508,160547848248594,-52890360266648,11102269815358,-253366037661,-632793247672,186731396838,-19740134358,-1363926269,670573856,-82923314,3505182,265949,-45544,2754,-82,1 # comp 12x2 (8*2) r=16
-17330739470354668294245500,-44079570921490417150756600,-51217859490482131496867760,-36264039835682383118067220,-17534855301649229778197159,-6128016887887991013385536,-1590873216809634989868752,-308177673549756361944624,-43315369500756136764160,-3911457896791363532220,-78208018647023998818,43663847605141517466,9122715933485434584,1112582785598431102,98778048535444062,6781171748903352,367971345979174,15881780372510,543412674763,14571281654,299799085,4569594,48605,322,1 # comp 12x2 (8*2) r=16
-82214413313531904,-973788042483339264,1515030479089178112,-249211636524829440,-196441485388973184,54359477446164288,7412803201331544,-1789177809435820,-1142518503725034,194219195621581,86476939787910,-21242314472406,-2114124834576,940100410213,-3754750464,-20819560357,1021184707,257239563,-19484746,-1765104,170205,5784,-691,-6,1 # comp 4x6 (4*4) r=16
-32448069228735632,-25342242030912064,2869975242138656,7623986933590208,5134159540652016,2469321020809248,517877584218304,-18352071056896,-50506856326280,-23207839086192,-3272225325608,1295085235680,403425006048,-54361893416,-33017526848,-2076480376,849737801,148973232,-483412,-2102816,-170750,2568,1052,56,1 # comp 6x4 (4*4) r=16
-15819628158468,-4253152781196,106065301223796,155588538224370,85456815719327,13890447365034,-12747395445099,-13628663340628,-7807357896179,-3281369986922,-1038474569821,-202905144332,-7768072528,2847198588,-1750576628,-724747832,176011834,173742006,53128338,9278952,1031653,74436,3382,88,1 # comp 4x6 (4*4) r=16
280721506172989,859647408134690,1197686885761436,1169161423804570,895321304274083,554286004567770,279733080309844,105509590414960,24072464564434,3247312828210,2603746593300,2331437430430,973917326279,196044353190,8032047980,-4683710040,-913569726,-23648290,11039316,1147890,-22109,-8650,-252,20,1 # comp 4x6 (4*4) r=16
21165498045029479600,-129654018208050048160,226129531679608794160,-182073948965747259232,61383680361530957936,16109525133217063344,-29088031686837884312,16497633503004389496,-5685946540022889224,1267961784678889112,-152977368472623252,-7843348137156300,8535489919095753,-2249608267192084,385417587628258,-48891054388832,4786960510471,-366940477584,22035597864,-1027074092,36427831,-950020,17170,-192,1 # comp 12x2 (8*2) r=16
14811457495853824,-64225052798889216,95936499739274624,-77016710093032896,41348624106626044,-17161678152317508,6066212904240793,-1907811213355950,526837895758088,-123216765264666,24484949546417,-4395341592738,695233942384,-56280369618,-13184788598,5333610324,-650097528,-17755728,12571958,-917772,-50457,9120,-166,-24,1 # comp 4x6 (4*4) r=16
13978364155639900,-45245240641081200,45555712035688090,-9091619781374080,-20322183420913235,22993677963259840,-10845880533817284,667448464270960,2398312900019662,-1744444534949056,694326339740698,-175312414152800,24269141652037,509903609580,-1054375269174,244086968928,-29101935504,1415007468,123966720,-29845296,2813139,-158532,5550,-112,1 # comp 2x12 (2*8) r=16
-645618773246400,1566314304902400,2402622228471520,148180447253120,-446139212676384,-232841818492672,-82273349553128,-17849783809696,-2300783795240,781882787008,780722458158,257771932024,40943427809,6508111244,3545569328,835237412,-116689038,-83516736,-12713258,-19976,229524,32220,2132,72,1 # comp 6x4 (4*4) r=16
320819070650791329,-29604104126550484938,-27357636805347229335,-6415686349677846684,2389985998919156515,2983733901053970756,1384814264042618125,290955624591032194,-18489094253036681,-37432301679218842,-13835771685454240,-2449066360329890,-110660983882163,37154042848996,6886963010909,213769270038,-68126198450,-9534753596,-384617846,25207742,4052572,238088,7665,134,1 # comp 6x4 (4*4) r=16
203727185744443587,-1075787700543028782,1649633423185970226,-946544591654138808,-13781209404691848,257940896501382918,-99044116442719565,-4462399769889326,12035453763171171,-2547575390067374,-234389950478229,168753192920356,-18120232920244,-2283535866944,620805121291,-14453999854,-7275912556,580519236,32636866,-5165050,13213,19310,-505,-26,1 # comp 4x6 (4*4) r=16
-5680260624677448816,-14253815311089664284,-10335589763754711069,1678705187042113938,5634183108405226407,2333160258669155154,-179736230124477215,-412948958197543894,-110601945876397716,3506169439284516,7945046408486527,1670633450824890,73453174686964,-25012483288484,-4208555342770,-98004238442,35460005390,3540227622,8340045,-17565480,-983418,3518,2217,82,1 # comp 6x4 (4*4) r=16
-32058828880726527,24476610635274357,589330707262814655,-455747869940113374,-209383254991053909,149123125507495950,34864615001686698,-24110581053821860,-2435514705458592,2249606640434761,12058838405719,-127753711942846,10931524434505,3443584007738,-612625107474,-19746131750,12042301216,-720351283,-68433473,10764512,-338457,-24890,2482,-82,1 # comp 12x2 (8*2) r=16
-80536125578822167620800,-147936939061460761249920,-103902642856301374200960,-25965046558560947425344,9325896167286279739696,10023138731405035167360,3893541618607782933920,821009044514666023776,66626246724671268076,-14888212547542331624,-6165220213629459288,-1075140460703151972,-101986525035589039,-1959566932716100,1006519202346958,183900464841136,18868416414883,1354469872680,71932533812,2864211652,84810991,1816964,26662,240,1 # comp 12x2 (8*2) r=16
146923263018184,-953315186871680,1565751891990784,-1612111724311200,1273885866691628,-808130747974960,422170310759152,-163213728148720,29567334893390,6547557145920,-3717931791084,-548374562880,764283486129,-210036803980,14984331922,4209707100,-986007679,34927800,11180784,-1249960,-18821,8980,-270,-20,1 # comp 6x4 (4*4) r=16
-8528505072812991,-25365380892392268,44423729068190886,-29230095135225456,12381529451439021,-4096320963855600,1141154938329206,-241242891460368,4812163340886,16586647336380,-2213140406442,-1409038614288,394292858901,51132391944,-34181663826,3602146256,542228610,-150850692,6839198,1318944,-173439,3056,678,-48,1 # comp 4x6 (4*4) r=16
-95744062186064,806881471851360,1713128602997136,1798064909719360,1356330760600360,848961292492400,477672353058160,211195430782400,47220947497272,-7243039499440,-6748031790562,-562862579400,610980353603,217220751200,19793500418,-3846507820,-1034645261,-43011120,11255130,1320640,-16471,-9200,-282,20,1 # comp 4x6 (4*4) r=16
353263905308011164898127616,763972007156529540702292224,777933386003690248843820160,497091896943739051222764736,224042598419510659274254896,75873779257780043937601456,20077640376860458692385328,4261038462920265403002520,738513086598076902618377,105872707989493060156248,12666835706250273739548,1272323647177518584060,107669608882744294588,7686464397436615780,462550629768755354,23394196104752910,989084781812126,34667540396808,995218638348,22997324992,417093980,5714862,55591,342,1 # comp 12x2 (8*2) r=16
81767156554306873152,-62314012133990732160,-164971043436086642304,134550725513962090176,72969962330843531376,-74743832679909090624,6747721204348371168,5610548332282020768,-939557535311859604,-171569007066762712,39377717416218168,2405970781837916,-849417064990595,-7547190951576,10576009268774,-227122143832,-76591915833,3319871444,298705252,-19393776,-470425,51956,-222,-52,1 # comp 2x12 (2*10) r=20
-5875278908445983189,-18546623583513628572,-20625229113766981056,-9925178211765958890,-1047904408356171541,1415757025215439786,938699338589921314,277771660792765314,27425958913790076,-9766303456080584,-4235853640808988,-623537701949210,9040889323131,18278747160546,2818820415690,100998239014,-25623850084,-4215722812,-237345344,5524026,1808115,133198,5198,110,1 # comp 12x2 (10*2) r=20
2682866825063693070336,-11924272471141205415936,18401413266802127784960,-14185071928756197940224,5693660544308293933824,-643296919316394811008,-540212015522635190208,339040068942814090560,-98873370174126646192,15361578064824496072,-201422237440533852,-558773629382961808,166446602045690344,-29547573879040998,3787898378573231,-371685561411866,28561554770277,-1731599132332,82641168838,-3071722944,87117926,-1821086,26439,-238,1 # comp 2x12 (2*10) r=20
2003997902693535817,22694079483850059766,7510116562095250156,-19225924825426348902,-21343646351005504321,-5996397655686103178,3385292445535833788,3109343318489387512,857010995505851890,-22236451886696486,-84480665987667872,-27299304140078778,-4302873970489225,-211641294894426,61312876805352,17493428597020,2498607086170,241222770918,16896746648,875366190,33369423,912338,16956,192,1 # comp 12x2 (10*2) r=20
-1213293205580796,404202964942080,6048073918151360,-813883207610912,-5272777106107312,92916387354008,1765704736895336,166810721228300,-261277122926932,-47981828992768,17494444911476,4730513624140,-555862071160,-236092712736,6670912533,6994727786,113182837,-127630008,-5766626,1310396,85886,-6376,-519,10,1 # comp 12x2 (10*2) r=20
-89363427022772720984,-79603772996522275800,143307351613989689380,125958116306266229856,-42292583755463339746,-34378371990922954566,5596720200830835291,3454797076407746394,-309234946316822467,-169274364922274040,7975003665133200,4645380773057232,-91322876818036,-76374634384308,69394048686,773232088668,9622828034,-4796606256,-106646188,17473664,514814,-33670,-1169,26,1 # comp 2x12 (2*10) r=20
7662854287094494500,-10221765220998561600,-9020713520015660160,30499114920687865440,-32646235946891508192,20924656283360086560,-8965849849970857800,2453467303347401448,-290362784373432996,-66544045762261020,38082447066839080,-7771687576840340,606369734532124,74268957354384,-26462955281532,3283649271168,-166940669774,-9343343462,2455525435,-226291206,12717189,-469854,11221,-158,1 # comp 12x2 (10*2) r=20
-36803828532947904,25856294724616320,217500673679001216,-152954120623662528,-109362936078931728,75641340308281152,-811974841163296,11931164665463072,-4561610751449284,-6161350127357272,3854608923032328,-713998230963388,-13781449529315,22353199583208,-2489335462290,-91945261080,38368271839,-2166706708,-127236644,20330256,-630433,-32260,3090,-92,1 # comp 12x2 (10*2) r=20
-1950258138751603199,-31142353778071265600,4991686860018586320,32105389389609848320,-13300884152889353532,-4848748574103153580,2736734171285662330,215869229764093920,-213303296045440210,-1054321162880940,8906584878361530,-278136859523060,-215185989508821,11890390890660,3025801751570,-227010629280,-23848029129,2312989240,92568640,-12805660,-81109,36020,-470,-40,1 # comp 12x2 (10*2) r=20
-6644888485869411900,13164443169543568800,-7589390169677297544,-1480975252209090240,3844323715908360204,-1992244962405677136,398410034345720064,91275579681994216,-93703654453670096,31972692852165808,-5187224149284860,-34596475337072,195802025105512,-38484109440536,2364911786980,319101970828,-78285908351,6339898252,-38792252,-40083188,4189486,-225188,7156,-128,1 # comp 12x2 (10*2) r=20
-468762676459430917997,4606184359481553519126,-10382918395190492260902,8843699571568484077322,-2516604400452070717675,-336451091019439884586,247909755673194823628,-4922120067766813456,-9541836365804579784,423065742876815634,215371532625816354,-8140723845721834,-3161670209231079,62230849705090,30499965056264,18247382332,-186845660536,-3613808918,669298678,24755310,-1125515,-67810,176,64,1 # comp 2x12 (2*10) r=20
7692906415144188697,-4176414044576384880,-17740641785960821438,9728915611304857353,11241869112327412129,-6345302363671230846,-1702594721919606974,1105385274381830198,57257175860032436,-75909129324436075,2432589545294023,2441254229623858,-183344160524821,-41566036564510,4829923111964,306183208030,-59163929609,15814892,333499206,-10674484,-772285,45754,232,-58,1 # comp 12x2 (10*2) r=20
-22745976792595186291191,-41485842654311796848640,-7135312523874165178560,17683324861742728469856,4344760959439460610816,-2130283597807097432160,-269090838947929523844,98930316077115829170,8083760928185530014,-2449210043220311220,-151067677722180224,36978715095259618,1919371533407762,-361197142544420,-17031657894579,2324787422342,104818420341,-9733442960,-433043334,25251092,1127166,-36380,-1639,22,1 # comp 2x12 (2*10) r=20
-37517681260816958125,3030645895537678650,126233824366842278890,175059558356622893082,122723853901898872785,52334847612185248754,12573831659479258960,86467418113472828,-1259996667233074708,-543845174508158170,-122308956992303406,-12346323034305106,1595790425542977,927001529673018,207154633999772,30761019502064,3363305164212,280180741474,17958699270,881942414,32639097,881550,16404,188,1 # comp 12x2 (10*2) r=20
105647109457433782009,505252081404052896600,1039413163144226906120,1231336047985176263160,944244917924226173716,495827269895212666490,181650637649820132474,45229664679926159270,6574021875496607564,13155972211908170,-256032949562164521,-68402024648117520,-9600044713423953,-598861166050560,54234200485089,19307021651170,2731794105861,256001802980,17431965539,883330330,33171411,899720,16699,190,1 # comp 2x12 (2*10) r=20
-873828237024503,2123336859357008,558636232897192,-1437758584628296,-90539976918944,273489563956248,293560870322,-13102217755260,1811785370674,-1035244605368,-496217101466,141274388668,67709435567,-7440283180,-4804425530,267335588,188040391,-7086240,-4213276,120600,53719,-1100,-362,4,1 # comp 2x12 (2*10) r=20
347524451477342020423,10786635014276346081422,-19131039418422335317994,2173081988104513756150,4342726026487962679709,-556098054734561668970,-306140100218735667400,42778441098092086884,9825133125333827384,-1591274720126534862,-157050572277431162,32789570409794754,1084373507939085,-398813958352258,2356019919100,2878219761072,-98038886936,-11343053738,710433450,16206946,-2223507,29690,2348,-92,1 # comp 2x12 (2*10) r=20
3787034855691069,36213781203306948,-66928867249972132,-23835228226953424,76668457437449579,-11818295535991574,-21711544401507082,6093082868940514,2048285801290862,-763672880436440,-74221910636260,44622292419680,224322559145,-1476671898948,73173535116,28977476878,-2893340576,-271499958,49404646,-301052,-314551,16672,312,-46,1 # comp 2x12 (2*10) r=20
1808728288862618080161,1190398591291587259680,-820364232756618915084,-296837813528991552372,191858409726916753893,14181918674025071088,-21633623893388564618,1826095401143756516,1067057250289772690,-216679839966764912,-14560476714963300,8061386051693940,-502639910813221,-105904294938632,18290414788594,-353202977348,-160566103784,17236339408,-373120336,-64060188,6881271,-337832,9494,-148,1 # comp 2x12 (2*10) r=20
48945684649024,180850061271680,24763895224672,-403823166883872,-343354240135948,-131369940017680,-101602245348676,-30028500997516,33720369677896,21390110008520,637106309926,-2133585064110,-394610796559,70703134722,25374452268,-12079348,-683925485,-48992976,8122862,1068678,-26121,-8666,-180,24,1 # comp 2x12 (2*10) r=20
-3045353786503225,-6497930400309450,459494370580326,5673476309505538,876186424546409,-1494760210094298,-111382169330092,152692240505600,-46510495311996,-1623022540158,11277480172630,-1135296869186,-960946900779,114563684370,40132184456,-5212510516,-879223212,127711402,9638986,-1713338,-38135,11742,-120,-32,1 # comp 2x12 (2*10) r=20
-9966105607391798768,6710490854526709376,72852063466277254272,107650971910717056448,65076875564336520544,6215661756177786784,-16698486126797391104,-12555941047617745072,-4613671300809436184,-898649929483939184,-13153710380582368,51100272696603712,18622592398882068,4030268054614664,627110659578060,74396922651436,6888852986005,501855238892,28712413480,1276854572,43255670,1078604,18660,200,1 # comp 12x2 (10*2) r=20
-5964592391942444055,23738523592946940432,-29581983312212411664,17231443678887030120,-4630651682046284724,-175531360837481964,628725732295691758,-239228572451759860,32201994341759846,7228003662284516,-3828350557183642,537920411472512,36826018047575,-22703334266320,2711577282674,46350225836,-47544242137,5173531448,-119952160,-26886772,3381887,-197824,6650,-124,1 # comp 12x2 (10*2) r=20
-5471874806258707200,-25146602966084520960,-35703221888091866112,-17081615844550569472,5992933102463483248,10901605564232713696,5014084703079835808,522047792081672756,-494586662778159647,-272655106711577984,-63569678157466904,-3904709462820128,2297072844198716,922836738667920,196074986275872,28901240978656,3175923615878,267069749312,17303016008,858799888,32089388,873648,16352,188,1 # comp 12x2 (10*2) r=20
154185068568336100,-380958566531937400,-723890151811280400,922587371757333820,1071182988735522505,-152492141539002160,-499523181704344640,-178286446998093024,19479431358633870,31677579745098506,9467981097296926,809076863438600,-264416456569812,-100515558407212,-15438983860039,-930051639610,94323248285,28427979316,3418201830,259653316,13477336,480110,11283,158,1 # comp 12x2 (10*2) r=20
-13652667243264609,-137394269875446402,171083583068883830,153596857108383418,-218829643496708380,21721704199198898,41376855468723176,-8911054950390136,-3279130260585013,930756264810020,133400826850928,-49397051493032,-2888164838581,1577108964612,24585116310,-32079396388,315471958,412145232,-10880234,-3145372,118385,12620,-570,-20,1 # comp 12x2 (10*2) r=20
829494344175420210952000,-4910365906059112453971200,-6613199342690292971626880,-1265734009749121126450432,2804004633876813832470128,2848409279518240964045696,1466858042109263721355424,507613187765000384588160,129421123951734740909132,25442990387291476251696,3961141727561458719448,496719103693935097584,50718665602480414917,4244908678812056704,292154726883653014,16537878453461424,767759090576731,29049390353240,886566588900,21480487784,403382691,5657464,55742,344,1 # comp 12x2 (10*2) r=20
893612687579918100,2718298687943791170,-7031326275459795033,2961804965521420977,2876343488714022207,-3297276485859415347,1188304585895606134,-46982989840831713,-99555851279367109,31976630053441891,-2319025377332216,-932921445517217,274957579843829,-24177826777131,-2318555616757,835604311486,-90144427133,2472268876,535568018,-82229364,6086645,-278288,8008,-134,1 # comp 2x12 (2*10) r=20
-993012171077546258571200,1662748312716696393780352,-942424437063849893760768,57505157332342224869312,185040233491246703555952,-98565314567742920071616,21085986261174779281952,-22196641755029578144,-1186077782899292413508,333295921771050130920,-44673279991979347152,1524522106400833916,620041178686455877,-149999980085103880,19576944940604814,-1785837979645032,122068001080847,-6412195147436,260536188068,-8141288560,192284951,-3322828,39650,-292,1 # comp 2x12 (2*10) r=20
-216441106242790025,2761959882399317240,-4430075943929134508,260664320504060394,4233679150273587325,-4196329379642920338,1880823895813859328,-286129919943132876,-129786549297660996,83704614297713924,-19880538268475324,1641356347420206,270173526006437,-86952366109262,8293752980264,163032645868,-117504147344,11431389756,-280880036,-40947086,4885313,-261514,8008,-136,1 # comp 2x12 (2*10) r=20
-25865527162508685335,-643408798750595152,146779386267330328056,-262217593652574419168,223417286827631498192,-109505186799827493500,29426681909543127310,-1300898713817310708,-2326501271786235458,1048998175436523676,-242894507511379830,30225223420641072,90013016139483,-922492917930744,225980117177610,-33815607325876,3653282698867,-299168175816,18845623972,-911185300,33288683,-890296,16458,-188,1 # comp 2x12 (2*10) r=20
-2417582552144974272,-5297869931682983040,189427791368911531392,422368475769332296896,321560738422905135984,87894866596868425536,-7087622559845489056,-7804329802327392160,-722830551947556196,236959340640566360,40720897940112120,-3157335095078548,-927326491143851,8424450203808,11429313366174,281402270472,-79648515449,-3753135268,295290820,20464248,-440449,-52588,-246,52,1 # comp 12x2 (10*2) r=20
-42699190048526724335087,99194355061359859440216,-73814215333161129693804,17813836654028524407756,2650149605194277351183,-1735518253792448450606,70404642326043570230,61989741636054208550,-5511901004060724958,-1292312241432875052,136475220778597388,18538339332540196,-1877195264979991,-195674878179120,15836028131972,1522095436346,-80970753480,-8336064478,218642150,29509944,-126279,-58164,-672,46,1 # comp 12x2 (10*2) r=20
-15094339526715978764,27872617856780948608,192382759272559868532,-386771587230783446032,253318019514159085848,-23589341119805433152,-63589343303667325216,44690291364634111916,-14884862040432408104,2383023057801974844,143714603930715540,-190956569419401424,57931864707420073,-11183450965149052,1577901759157386,-170682720522048,14438021115923,-961236936188,50241756812,-2039754160,63030143,-1432324,22562,-220,1 # comp 2x12 (2*10) r=20
636803565456508020,141815230061911344,-2146916878994234508,-3032312103637972944,-1623944365459164120,-37771658739685344,549905650906324360,430055707249791116,172246553469983008,35033802795512412,673160552620276,-1365845922673648,-288080652442855,-12125803307836,3949296085714,653970432624,21389376187,-4151972428,-513692452,-16351024,1093519,128604,5506,116,1 # comp 2x12 (2*10) r=20
-2406182089161526681727,-3647654579299385744448,15852304228332969910194,-14463416183463372861396,3298677911243795848649,2727287844211593533752,-2429677260029417075910,881386054639107590448,-152267856296590652378,-5251516950732600340,10696959689691236468,-3331503687457354648,647628259056378911,-91744205371856228,9992721837803274,-856981159999856,58462814249688,-3178328850812,137007820078,-4626376276,119799608,-2297092,30728,-256,1 # comp 2x12 (2*10) r=20
68854187941370357697792,383343351986543901712128,815860068280999181542656,964010113966580598537984,739849754507469088854672,401959975115320076728320,163108445600377539561648,51239062743740463427524,12777034040247433300101,2574638183685205371140,424617845610949874252,57828555564988951444,6541399784490114772,616526029076710812,48449301671341584,3168981027523292,171767130795434,7657663401844,277608494596,8047545636,181987632,3091532,37088,280,1 # comp 12x2 (10*2) r=20
-2278556856587866391,-1060120519506034000,3316877982448957144,3457265082901394360,483227342466775312,-935988588071524128,-593781393477801382,-103217448300398748,37079462093116642,24424499720558896,5378841926351326,168660201140788,-207083201616121,-57855209785588,-6943355928146,-46488642748,130338608359,25241559504,2784426068,208396320,10991215,405196,9982,148,1 # comp 2x12 (2*10) r=20
6191066249551647,5507808184246570,-73336702709354994,-72393836692064190,53656922709357301,130537506197910162,102939915796165848,45349887607283996,10503814335710256,-377523504440858,-1291508251708226,-512346971851482,-105029791882427,-7473785141990,2405457195068,974429485808,192731513888,25716481426,2488643522,177997302,9357317,352318,9004,140,1 # comp 12x2 (10*2) r=20
-12693289946960128352591,-7166475112033593361764,7831357729752897145242,8037899809375081263426,1905197774019576868118,-543709852159961975246,-397976362251217432625,-71596637247270922854,6606142920763549377,5167186499850381736,884752437890346402,21082599651820558,-17501412700281090,-3413801913527124,-273615887211618,1750680920308,2986121964698,379805737952,28302858280,1438632552,51589272,1293022,21647,218,1 # comp 12x2 (10*2) r=20
4357373532100708149,-4859363262012820407,-4621899700833281685,3521120529032401770,2481436238471046462,-621304403564275347,-612918727904959791,-17703383851859574,63453887716298347,12124473388570483,-2001543533777695,-885210686253026,-51468484184229,19232803396032,3657559635432,80757125242,-45516670008,-5931221198,-186643598,25462352,3482677,205452,6852,126,1 # comp 12x2 (10*2) r=20
138163524623185986196,930121393963226608818,-501440607155675581407,-1270502876484908248347,740648790742774782124,228031874228838510044,-176722601455924421690,4075879322379216456,9546227595791156557,-601379484154720085,-244974068037690625,16011932458092998,3644262325360899,-205818324652656,-33755517930236,1494842775982,199031717772,-6344094566,-738184886,15369936,1645153,-19508,-1992,10,1 # comp 2x12 (2*10) r=20
313658878410116756,1249397294905561880,1538616473544952276,583327772857830144,-187084187636877368,-176059973269933992,-9716585991052812,18135279276962836,2881532381483048,-1011481740191108,-225298935779168,35397343780588,9644908857089,-833122180872,-254385510478,13509444672,4214999987,-146071180,-42982360,950716,256423,-3160,-802,4,1 # comp 12x2 (10*2) r=20
-1346182785001530622379,-17178432149085659805450,-29263592174069829485703,-23459262212307852901260,-11041534208300943320515,-2984782390265634724510,-230420817566909302065,152162835741292105740,66922203955025283571,12861462155497323700,975869623642456019,-122405043044776460,-44059740966547828,-5727056729505670,-332543638320132,12447798521960,4592440991445,499656736550,34136691022,1633616860,56028215,1358440,22202,220,1 # comp 12x2 (10*2) r=20
10256935685283388,23536822636650344,7344916240593628,-7033065412320448,-3897107566438584,-1155417719857508,-659172072558040,-8758713014324,188035984787257,54072399310720,-11127887126304,-6356906217936,-54390028820,311506277384,28031094056,-7396221592,-1130974798,72273912,20188132,186672,-164828,-8580,400,44,1 # comp 2x12 (2*10) r=20
-39127967979962087151,282449695293038542032,1355024481305837884068,2213400005644241499276,1915972429181946931621,1019183317749423671536,348941902521432568438,70864508418679079716,4466337869734904866,-1623339941171411264,-455508392081665780,-37895653250374060,2983193539304123,928531102325272,68285621609362,-1947879862148,-708703545976,-49222865440,-445840384,162375172,13282039,540760,12886,172,1 # comp 12x2 (10*2) r=20
-5819474166349120184,-18836863795712887416,-6525572561996930012,12796732636341320448,1391142373370684222,3244419911472104658,-8417699429634874737,4810874048186901942,-978154961313710995,-112257402658366920,105965504560866096,-24939362039862480,2541269035115036,64454428939116,-55495300992954,7715366960100,-492804312622,-140781024,2992047956,-297082400,16360238,-575774,12931,-170,1 # comp 12x2 (10*2) r=20
302096652550306524,514741482997362738,-5239476483966200213,-9363786889556858266,-4222575585703065566,793241647330779378,1062627832772816468,211716157651142806,-17239625105197572,-3029585313244788,3289985042694334,771671350732752,-33328456610215,-29103355245552,-2809851771454,178043836290,51152878644,2582089390,-169630094,-24770100,-767451,32952,3216,94,1 # comp 2x12 (2*10) r=20
-2887415204365452836,-29923208650064443086,19168330420200285675,19374499974996723741,-25801248043084693028,11994878735068419260,-1977847324016597234,-603671154224051304,374174506739429611,-59639226348623969,-5803873534290805,3382218500862182,-363465450815037,-28829018522448,10345241774152,-746182205474,-43111763112,10957890058,-656504654,-7625280,3437545,-226484,7572,-134,1 # comp 2x12 (2*10) r=20
-1795559278920785255,-1830731222910975840,143687179793277847440,147013948076739936432,-3716819342515962520,-44929043629098228368,-10159558887343826252,3055601893647605988,1011253430537997402,-84344856617369966,-39823477539374292,1250064395665942,845959324050078,-10871230210344,-10673447487612,58256325736,82648070234,-233526922,-391183397,840630,1089585,-2030,-1627,2,1 # comp 12x2 (10*2) r=20
893612687579918100,-2718298687943791170,-7031326275459795033,-2961804965521420977,2876343488714022207,3297276485859415347,1188304585895606134,46982989840831713,-99555851279367109,-31976630053441891,-2319025377332216,932921445517217,274957579843829,24177826777131,-2318555616757,-835604311486,-90144427133,-2472268876,535568018,82229364,6086645,278288,8008,134,1 # comp 12x2 (10*2) r=20
-524010758273665587900,-47190978405814003800,511717621289767477000,149738989457097129700,-125544730754276961815,-54321476061463772400,6158314814071463456,5157254469987672992,146908898179235778,-199842274450801662,-14159091135165122,4351167618450120,385218460116740,-58849260165744,-5604404927395,509155218918,48793227717,-2811102676,-259269458,9519396,818004,-17838,-1401,14,1 # comp 12x2 (10*2) r=20
